# 转录元数据（whisper.cpp 原始输出，未修标点未纠错）
# 节目：硅谷101 · E247
# 标题：对话盛颖：xAI，Infra的浪漫，SGLang，开源，平权与"甄嬛传"
# 主持：陈茜（开场：泓君）｜ 嘉宾：盛颖（RadixArk 联创&CEO、SGLang 发起人、xAI 前推理团队负责人）
# 来源：Fireside RSS 音频直链（https://www.sv101.net/260）
# 发布日期：2026-08-04 ｜ 时长：1h46m26s（6387s）｜ 段数：5578
# pipeline：yt-dlp → whisper.cpp / ggml-large-v3 / Metal / -l zh / **--vad（silero）**
# 备注：首跑无 VAD 时 whisper 在音乐/过场段陷入循环幻觉（约 00:39 起整段报废），VAD 重跑后全量正常——长音频转写教训已记录
[01:01:44 -> 01:01:45] agentic的use case
[01:01:45 -> 01:01:46] 所设计的
[01:01:46 -> 01:01:46] 因为我们觉得
[01:01:46 -> 01:01:48] LM AI
[01:01:48 -> 01:01:49] 它会将来成为
[01:01:49 -> 01:01:51] 变得非常powerful之后
[01:01:51 -> 01:01:51] 你需要构建一套
[01:01:51 -> 01:01:53] 人与AI之间
[01:01:53 -> 01:01:53] 交互的interface
[01:01:53 -> 01:01:54] 在这样的
[01:01:54 -> 01:01:56] 创作之初的动机
[01:01:56 -> 01:01:57] 其实是想要去定义
[01:01:57 -> 01:01:59] 和构建这套interface
[01:01:59 -> 01:01:59] 让人和AI
[01:01:59 -> 01:02:01] 可以更好的交互
[01:02:01 -> 01:02:01] 但发展到
[01:02:01 -> 01:02:02] 今天因为
[01:02:02 -> 01:02:06] 你的挑战的重点
[01:02:06 -> 01:02:07] 可能inference
[01:02:07 -> 01:02:08] 就是后端
[01:02:08 -> 01:02:09] efficiency挑战
[01:02:09 -> 01:02:10] 重点更为突出
[01:02:10 -> 01:02:11] 所以大量的开发经历
[01:02:11 -> 01:02:12] 是移到了
[01:02:12 -> 01:02:13] 就是backend的
[01:02:13 -> 01:02:14] 这个runtime的优化
[01:02:14 -> 01:02:15] 但我觉得
[01:02:15 -> 01:02:16] 有一天
[01:02:16 -> 01:02:16] at some point
[01:02:16 -> 01:02:17] 其实我们还是应该
[01:02:17 -> 01:02:18] 回顾一下
[01:02:18 -> 01:02:19] 最初的这个想法
[01:02:19 -> 01:02:20] 就是为什么要
[01:02:20 -> 01:02:20] design S上
[01:02:20 -> 01:02:22] 这个S上的
[01:02:22 -> 01:02:22] 它structure
[01:02:22 -> 01:02:23] 真正是language
[01:02:23 -> 01:02:24] S上原初
[01:02:24 -> 01:02:25] design的时候
[01:02:25 -> 01:02:26] 是希望它是一个language
[01:02:26 -> 01:02:26] 我觉得有一天
[01:02:26 -> 01:02:27] 我们会revisit
[01:02:27 -> 01:02:28] 这个部分
[01:02:28 -> 01:02:29] 最终它还是应该
[01:02:29 -> 01:02:31] 是一个language的形式
[01:02:31 -> 01:02:31] 这个language
[01:02:31 -> 01:02:32] 它是人与AI之间
[01:02:32 -> 01:02:33] 交互的
[01:02:33 -> 01:02:33] interface
[01:02:33 -> 01:02:35] 在看你们social media的时候
[01:02:35 -> 01:02:36] 你们经常就说
[01:02:36 -> 01:02:37] 这个模型翻了之后
[01:02:37 -> 01:02:38] 我们是day zero
[01:02:38 -> 01:02:40] 就是从零天
[01:02:40 -> 01:02:41] 开始兼容的
[01:02:41 -> 01:02:42] 能不能给我们解释一下
[01:02:42 -> 01:02:43] 为什么这件事情
[01:02:43 -> 01:02:43] 很重要
[01:02:43 -> 01:02:44] 这件事情很重要
[01:02:44 -> 01:02:46] 是市场觉得
[01:02:46 -> 01:02:46] 它很重要
[01:02:46 -> 01:02:47] 我们做事情
[01:02:47 -> 01:02:48] 还是很practical的
[01:02:48 -> 01:02:49] 我们做开源
[01:02:49 -> 01:02:50] 哪些事情重要和不重要
[01:02:50 -> 01:02:51] 还是被marketer
[01:02:51 -> 01:02:52] 所决定的
[01:02:52 -> 01:02:52] 不是完全
[01:02:52 -> 01:02:53] 我们自己定义的
[01:02:53 -> 01:02:54] 我觉得market上
[01:02:54 -> 01:02:55] 人性好像大家
[01:02:55 -> 01:02:56] 就是很希望
[01:02:56 -> 01:02:57] 东西刚出来的时候
[01:02:57 -> 01:02:57] 我们就能用上
[01:02:57 -> 01:02:58] 这个愿望
[01:02:58 -> 01:02:59] 从user端
[01:02:59 -> 01:03:00] 一直传递到了
[01:03:00 -> 01:03:01] 我刚提到那些
[01:03:01 -> 01:03:02] influence provider
[01:03:02 -> 01:03:02] 因为
[01:03:02 -> 01:03:03] influence provider的进而
[01:03:03 -> 01:03:04] 又传递到了我们
[01:03:04 -> 01:03:05] 也进而再传递到了
[01:03:05 -> 01:03:06] 模型厂商
[01:03:06 -> 01:03:07] 所以这个
[01:03:07 -> 01:03:08] 那条式的传递
[01:03:08 -> 01:03:09] 它其实满足的
[01:03:09 -> 01:03:10] 就是一个人
[01:03:10 -> 01:03:10] 你想要
[01:03:10 -> 01:03:12] 就跟你发布了产品
[01:03:12 -> 01:03:13] 我要去
[01:03:13 -> 01:03:14] 第一天就去抢购
[01:03:14 -> 01:03:15] 一样的这样的心态
[01:03:15 -> 01:03:16] 比如说
[01:03:16 -> 01:03:17] 前段时间发的
[01:03:17 -> 01:03:18] 这个deep seek v4
[01:03:18 -> 01:03:19] 发布之后
[01:03:19 -> 01:03:20] 你们马上就是
[01:03:20 -> 01:03:21] day zero兼容
[01:03:21 -> 01:03:21] 对吧
[01:03:21 -> 01:03:22] 达到这个day zero兼容
[01:03:22 -> 01:03:23] 你们要去做
[01:03:23 -> 01:03:24] 什么样的事情
[01:03:24 -> 01:03:25] 这个跟模型
[01:03:25 -> 01:03:26] 跟模型的复杂度
[01:03:26 -> 01:03:26] 很相关
[01:03:26 -> 01:03:27] 就是这个v4
[01:03:27 -> 01:03:28] 他们实在
[01:03:28 -> 01:03:28] 而开展上
[01:03:28 -> 01:03:29] 做了很多的创新
[01:03:29 -> 01:03:30] 所以我们其实
[01:03:30 -> 01:03:31] 花了特别大的精力
[01:03:31 -> 01:03:32] 他们花了特别大的精力
[01:03:32 -> 01:03:34] 去做这个模型的
[01:03:34 -> 01:03:35] 支持和各种优化
[01:03:35 -> 01:03:36] 但是我们deep seek
[01:03:36 -> 01:03:37] day zero支持
[01:03:37 -> 01:03:38] 这一次feature set
[01:03:38 -> 01:03:39] 做得也非常全
[01:03:39 -> 01:03:40] 因为花了很多的时间
[01:03:40 -> 01:03:41] 非常非常多的feature
[01:03:41 -> 01:03:42] 都是第一天就兼容的
[01:03:42 -> 01:03:42] 并且我们也是
[01:03:42 -> 01:03:43] 我们第一次有
[01:03:43 -> 01:03:44] 这个rl的day zero
[01:03:44 -> 01:03:46] miles是我们rl框架
[01:03:46 -> 01:03:48] 很多的算子层
[01:03:48 -> 01:03:50] 一些实现都要重写
[01:03:50 -> 01:03:50] 大部分的code
[01:03:50 -> 01:03:52] 基本上是重写的
[01:03:52 -> 01:03:53] 因为deep seek v4的
[01:03:53 -> 01:03:54] 架构设计
[01:03:54 -> 01:03:56] 跟之前已经存在的模型
[01:03:56 -> 01:03:57] 有太多的不一样
[01:03:57 -> 01:03:57] 是不是就是
[01:03:57 -> 01:03:59] 每一代新的模型出来
[01:03:59 -> 01:04:00] 其实都是
[01:04:00 -> 01:04:01] 需要有个重新适配的
[01:04:01 -> 01:04:02] 这样的一个过程
[01:04:02 -> 01:04:03] 只是说它的模型架构
[01:04:03 -> 01:04:05] 如果变得非常大的话
[01:04:05 -> 01:04:06] 可能你的这个effort
[01:04:06 -> 01:04:07] 就会更大一些
[01:04:07 -> 01:04:08] 但是如果它
[01:04:08 -> 01:04:08] 就是一个
[01:04:08 -> 01:04:11] 一个非常小的
[01:04:11 -> 01:04:11] 一个调整
[01:04:11 -> 01:04:12] 或者是一个upgrade的话
[01:04:12 -> 01:04:14] 就是你这边
[01:04:14 -> 01:04:15] 其实就没有必要
[01:04:15 -> 01:04:16] 去做非常大的一些适配
[01:04:16 -> 01:04:18] 对 如果它的架构
[01:04:18 -> 01:04:18] 完全不变的话
[01:04:18 -> 01:04:20] 其实甚至都不用适配
[01:04:20 -> 01:04:21] 如果它只是更新
[01:04:21 -> 01:04:21] waste的话
[01:04:21 -> 01:04:22] 那甚至几乎不用适配
[01:04:22 -> 01:04:25] 最近有一些这个研究
[01:04:25 -> 01:04:26] 都是探索模型
[01:04:26 -> 01:04:27] 直接在latent
[01:04:27 -> 01:04:28] space面推理
[01:04:28 -> 01:04:29] 而不是逐字
[01:04:29 -> 01:04:30] 去深圳token
[01:04:30 -> 01:04:31] 比如说我们看到
[01:04:31 -> 01:04:32] 之前Meta的Cocona
[01:04:32 -> 01:04:33] 还有自己的Cola
[01:04:33 -> 01:04:34] DLM等等
[01:04:34 -> 01:04:36] 如果这个方向成熟
[01:04:36 -> 01:04:37] 你觉得就是在
[01:04:37 -> 01:04:38] 推理引擎的很多优化
[01:04:38 -> 01:04:40] 假设是不是可能
[01:04:40 -> 01:04:41] 会发生一些变化
[01:04:41 -> 01:04:42] 或者重写呢
[01:04:42 -> 01:04:43] 如果这个成熟的话
[01:04:43 -> 01:04:44] 那确实很多事情
[01:04:44 -> 01:04:45] 是会变的
[01:04:45 -> 01:04:46] 因为它推理的过程
[01:04:46 -> 01:04:47] 形态不一样了
[01:04:47 -> 01:04:48] 但是我觉得这个也
[01:04:48 -> 01:04:50] 本来就是你
[01:04:50 -> 01:04:51] 写推理引擎的一环
[01:04:51 -> 01:04:52] 世界在变
[01:04:52 -> 01:04:52] 结构在变
[01:04:52 -> 01:04:53] 然后你的事情
[01:04:53 -> 01:04:54] 要一直在变
[01:04:54 -> 01:04:55] 这是一个
[01:04:55 -> 01:04:57] 本来就持续存在的过程
[01:04:57 -> 01:04:58] 我觉得这个不是变革
[01:04:58 -> 01:05:01] 不是真正的变革本身
[01:05:01 -> 01:05:01] 不同的团队
[01:05:01 -> 01:05:03] 或者是不同的
[01:05:03 -> 01:05:04] AI in front of player
[01:05:04 -> 01:05:06] 适应变化的能力
[01:05:06 -> 01:05:07] 这个东西重要吗
[01:05:07 -> 01:05:08] 重要
[01:05:08 -> 01:05:09] 我觉得团队更重要
[01:05:09 -> 01:05:10] 再提一句
[01:05:10 -> 01:05:12] 尤其是现在有AI了
[01:05:12 -> 01:05:13] AI写代码写得这么快
[01:05:13 -> 01:05:15] 其实你实际上变一点
[01:05:15 -> 01:05:16] 其实就技术上来说
[01:05:16 -> 01:05:17] 不是真正产生
[01:05:17 -> 01:05:18] 巨大变革的地方
[01:05:18 -> 01:05:19] 技术上总是能做的
[01:05:19 -> 01:05:21] 我觉得真正的难点
[01:05:21 -> 01:05:21] 从来都还是在
[01:05:21 -> 01:05:24] 回归人和团队本身
[01:05:24 -> 01:05:25] 那为什么你们的人
[01:05:25 -> 01:05:27] 你们的团队就更好呢
[01:05:27 -> 01:05:28] 我觉得我们的人和团队
[01:05:28 -> 01:05:31] 团结 谦逊 又聪明 又努力
[01:05:31 -> 01:05:32] 那可能其他团队
[01:05:32 -> 01:05:33] 也会这么跟我说
[01:05:33 -> 01:05:34] 我觉得其他团队
[01:05:34 -> 01:05:34] 也挺好的
[01:05:34 -> 01:05:36] 我觉得大家都挺好的
[01:05:36 -> 01:05:36] 但你每个群体
[01:05:36 -> 01:05:37] 都会有一个自己的
[01:05:37 -> 01:05:38] 最终会形成一个
[01:05:38 -> 01:05:39] 自己的文化
[01:05:39 -> 01:05:40] 大家各有所长
[01:05:40 -> 01:05:41] 你强调的就是
[01:05:41 -> 01:05:42] 公司内部的解文化
[01:05:42 -> 01:05:43] 是什么样子呢
[01:05:43 -> 01:05:44] 我希望大家是
[01:05:44 -> 01:05:44] focus
[01:05:44 -> 01:05:45] 谦逊
[01:05:45 -> 01:05:46] focus and humble
[01:05:46 -> 01:05:47] 精益求精
[01:05:47 -> 01:05:48] 这个是我们
[01:05:48 -> 01:05:49] 就是我们追求
[01:05:49 -> 01:05:50] 极高的审美
[01:05:50 -> 01:05:52] 我们追求把事情
[01:05:52 -> 01:05:52] 做solid
[01:05:52 -> 01:05:53] 我们希望
[01:05:53 -> 01:05:54] Red Sox的人
[01:05:54 -> 01:05:54] 都是对自己
[01:05:54 -> 01:05:55] 特别挑剔的人
[01:05:55 -> 01:05:56] 都是自己本身
[01:05:56 -> 01:05:57] 特别挑剔的人
[01:05:57 -> 01:05:58] 对自己
[01:05:58 -> 01:05:58] 对自己的作品
[01:05:58 -> 01:05:59] 特别挑剔的人
[01:05:59 -> 01:06:01] 那在今年年初的时候
[01:06:01 -> 01:06:02] 我们看到这个
[01:06:02 -> 01:06:03] VLM的核心团队呢
[01:06:03 -> 01:06:04] 也是商业化了
[01:06:04 -> 01:06:06] 成立了Infrared公司
[01:06:06 -> 01:06:07] 然后也是融资了
[01:06:07 -> 01:06:08] 一点五亿美元估值
[01:06:08 -> 01:06:08] 八亿美元
[01:06:08 -> 01:06:10] 这个产业之后
[01:06:10 -> 01:06:11] 会有更多的
[01:06:11 -> 01:06:12] 新生对手吗
[01:06:12 -> 01:06:13] 更多的公司
[01:06:13 -> 01:06:13] 会商业化来
[01:06:13 -> 01:06:14] 做这个事情吗
[01:06:14 -> 01:06:15] 我觉得完全有可能
[01:06:15 -> 01:06:17] 而且其实它就是
[01:06:17 -> 01:06:18] 持续不断在发生的
[01:06:18 -> 01:06:20] 就是Infrared和
[01:06:20 -> 01:06:21] Red Sox这两家之后
[01:06:21 -> 01:06:22] 还有新的
[01:06:22 -> 01:06:23] Inference的company
[01:06:23 -> 01:06:24] 在不断地
[01:06:24 -> 01:06:25] 不断地涌现
[01:06:25 -> 01:06:26] 谁会变成赢家呢
[01:06:26 -> 01:06:27] 就是核心的竞争点
[01:06:27 -> 01:06:28] 团队的竞争点
[01:06:30 -> 01:06:31] 我其实不觉得
[01:06:31 -> 01:06:32] 我们在这个赛道
[01:06:32 -> 01:06:33] 虽然我们有S上
[01:06:33 -> 01:06:34] S上是Inference Engine
[01:06:34 -> 01:06:34] 但我觉得Red Sox的
[01:06:34 -> 01:06:35] 那个长远使命
[01:06:35 -> 01:06:37] 其实是不属于
[01:06:37 -> 01:06:38] 这个赛道的
[01:06:38 -> 01:06:38] 有意思
[01:06:38 -> 01:06:40] 能不能详细来说一下
[01:06:40 -> 01:06:41] 我如果按照前面说的话
[01:06:41 -> 01:06:42] 我觉得Red Sox
[01:06:42 -> 01:06:42] 我说的目的是
[01:06:42 -> 01:06:44] 我们想把最好的AI
[01:06:44 -> 01:06:44] 带给大家
[01:06:44 -> 01:06:45] 这是我们非常
[01:06:45 -> 01:06:46] 朦胧的一个目标
[01:06:46 -> 01:06:47] Red Sox接下来
[01:06:47 -> 01:06:48] 一年要做的事情
[01:06:48 -> 01:06:49] 三年要做的事情
[01:06:49 -> 01:06:50] 五年和十年
[01:06:50 -> 01:06:51] 其实都讲出来
[01:06:51 -> 01:06:52] 会非常的不一样
[01:06:52 -> 01:06:53] 我们最终想要
[01:06:53 -> 01:06:55] 我不想透露
[01:06:55 -> 01:06:55] 我不想discuss
[01:06:55 -> 01:06:56] 但是我可以大概地说
[01:06:56 -> 01:06:58] 我认为Red Sox最终使命
[01:06:58 -> 01:06:58] 是要做下一代AI
[01:06:58 -> 01:07:00] 下一代AI
[01:07:00 -> 01:07:01] 下一代Next Generation AI
[01:07:01 -> 01:07:02] 我们的本质
[01:07:02 -> 01:07:03] 还是不是
[01:07:03 -> 01:07:05] 单纯的infra implementation
[01:07:05 -> 01:07:06] 意思是你们想
[01:07:06 -> 01:07:07] 做模型吗
[01:07:07 -> 01:07:08] 也不一定是模型
[01:07:08 -> 01:07:09] 它是下一个形式
[01:07:09 -> 01:07:10] 就我现在就
[01:07:10 -> 01:07:11] 我不讲它是什么
[01:07:11 -> 01:07:11] 但我可以说
[01:07:11 -> 01:07:12] 我们并不是
[01:07:12 -> 01:07:13] 停在这个地方
[01:07:13 -> 01:07:15] 只是说这个Inference
[01:07:15 -> 01:07:16] 或者是Infra
[01:07:16 -> 01:07:17] 只是一个起点
[01:07:17 -> 01:07:18] 对
[01:07:18 -> 01:07:20] 它是一个前进条件
[01:07:20 -> 01:07:20] 但我们想
[01:07:20 -> 01:07:21] 我们要做的也不是模型
[01:07:21 -> 01:07:22] 我们将来想做的事情
[01:07:22 -> 01:07:23] 不是一个
[01:07:23 -> 01:07:24] 现代世界上
[01:07:24 -> 01:07:25] 已经存在的东西
[01:07:25 -> 01:07:26] 有意思
[01:07:26 -> 01:07:28] 所以我其实不觉得
[01:07:28 -> 01:07:29] 我们跟Existing的
[01:07:29 -> 01:07:29] 这些infra
[01:07:29 -> 01:07:32] 是一个category里面的
[01:07:32 -> 01:07:33] 就是它还不存在
[01:07:33 -> 01:07:34] 但是你觉得
[01:07:34 -> 01:07:35] 它一定会发生的
[01:07:35 -> 01:07:36] 我觉得它会发生
[01:07:36 -> 01:07:37] 然后你想把它造出来
[01:07:37 -> 01:07:39] 或者是我希望它发生
[01:07:39 -> 01:07:41] 我想看到它发生
[01:07:41 -> 01:07:42] 我这很好奇
[01:07:42 -> 01:07:43] 你能跟我说一下
[01:07:43 -> 01:07:44] 我们会去把它逼掉吗
[01:07:44 -> 01:07:45] 不能
[01:07:45 -> 01:07:46] 好
[01:07:46 -> 01:07:47] 对
[01:07:47 -> 01:07:48] 但我可以说
[01:07:48 -> 01:07:49] 就是Inference
[01:07:49 -> 01:07:50] 不是我们的
[01:07:50 -> 01:07:51] 它是一个起点
[01:07:51 -> 01:07:53] 它不是Red Sox的
[01:07:53 -> 01:07:54] 长远核心
[01:07:54 -> 01:07:55] 所以我们其实
[01:07:55 -> 01:07:57] 跟其他的Inference的company
[01:07:57 -> 01:07:58] 都是保持良好的关系
[01:07:58 -> 01:07:59] 我们那里是全开源的
[01:07:59 -> 01:08:00] S上也不是
[01:08:00 -> 01:08:01] Red Sox的所有物了
[01:08:01 -> 01:08:03] 但实际上是LMC的下面
[01:08:03 -> 01:08:04] 它是属于社区的
[01:08:04 -> 01:08:06] 但是我们公司的所有工钱
[01:08:06 -> 01:08:07] 在市场上都是开源的
[01:08:07 -> 01:08:09] 我们是没有Private Fork
[01:08:09 -> 01:08:10] 我们的愿望也很简单
[01:08:10 -> 01:08:12] 我们其实是希望
[01:08:12 -> 01:08:13] 这些东西被所有人使用
[01:08:13 -> 01:08:15] 我们并没有想要
[01:08:15 -> 01:08:16] 通过这个地方
[01:08:16 -> 01:08:17] 制造一个difference
[01:08:17 -> 01:08:18] 然后去获取利益
[01:08:18 -> 01:08:19] 所以公司的命脉
[01:08:19 -> 01:08:21] 是不在这里的其实
[01:08:21 -> 01:08:23] 我们看到其实有不少的
[01:08:23 -> 01:08:24] 做推力引擎的创业公司
[01:08:24 -> 01:08:25] 虽然有些公司
[01:08:25 -> 01:08:27] 他们自己不做引擎
[01:08:27 -> 01:08:28] 但是也是在这个引擎上面
[01:08:28 -> 01:08:29] 去做服务的
[01:08:29 -> 01:08:31] 而且现在铁量也不小
[01:08:31 -> 01:08:32] 比如说Faceton
[01:08:32 -> 01:08:33] 是最近完成了
[01:08:33 -> 01:08:34] 三亿美元的融资
[01:08:34 -> 01:08:35] 估值过十亿美元
[01:08:35 -> 01:08:36] Fireworks AI
[01:08:36 -> 01:08:37] 现在估值有四十亿美元
[01:08:37 -> 01:08:38] Together AI
[01:08:38 -> 01:08:40] 现在也是在寻求
[01:08:40 -> 01:08:41] 十亿美元的新融资
[01:08:41 -> 01:08:42] 同时我们看到AWS
[01:08:42 -> 01:08:44] Google这些大的农场商
[01:08:44 -> 01:08:45] 也是在提供
[01:08:45 -> 01:08:47] 托管推理服务
[01:08:47 -> 01:08:49] 整个的AI Infra的生态链
[01:08:49 -> 01:08:51] 最近在发生什么样的事情
[01:08:51 -> 01:08:52] 能不能给我们梳理一下
[01:08:52 -> 01:08:54] 我觉得Inference这件事情
[01:08:54 -> 01:08:56] 其实很早就存在
[01:08:56 -> 01:08:57] 也发展了很久
[01:08:57 -> 01:08:58] 但是今年
[01:08:58 -> 01:09:00] AI可能在变得更加
[01:09:01 -> 01:09:03] 尤其是SLB这个爆点
[01:09:03 -> 01:09:04] 大家都看到了
[01:09:04 -> 01:09:06] AI变得更有用之后
[01:09:06 -> 01:09:07] 整个市场的effort
[01:09:07 -> 01:09:09] 可能会有更多的
[01:09:09 -> 01:09:10] 从training转向Inference
[01:09:10 -> 01:09:12] 就是开始需要让它
[01:09:12 -> 01:09:14] 盈利和兑现的时候
[01:09:14 -> 01:09:15] 然后这个转化
[01:09:15 -> 01:09:17] 就会使得Inference的市场
[01:09:17 -> 01:09:17] 进一步的
[01:09:17 -> 01:09:18] 本来就已经很exposure
[01:09:18 -> 01:09:20] 现在更大的exposure
[01:09:20 -> 01:09:21] 所以你会看到很多这种
[01:09:21 -> 01:09:22] 与货成分冒出来的
[01:09:22 -> 01:09:23] 各种各样的Inference公司
[01:09:23 -> 01:09:25] 但同时所谓的
[01:09:25 -> 01:09:25] AI Native的公司
[01:09:25 -> 01:09:27] 他们也开始感受到了
[01:09:27 -> 01:09:29] 你继续使用
[01:09:29 -> 01:09:30] Existing模型
[01:09:30 -> 01:09:31] 去做Prompting Engineering的
[01:09:31 -> 01:09:32] 局限性
[01:09:32 -> 01:09:32] 与此同时
[01:09:32 -> 01:09:33] 也有更多的公司
[01:09:33 -> 01:09:35] 开始需要利用好
[01:09:35 -> 01:09:35] 自己的data
[01:09:35 -> 01:09:36] 去做Customization的
[01:09:36 -> 01:09:37] 这个需求
[01:09:37 -> 01:09:38] 这个需求
[01:09:38 -> 01:09:38] 它从另一方面
[01:09:38 -> 01:09:40] 也在推动RL这一块的
[01:09:40 -> 01:09:41] 市场化
[01:09:41 -> 01:09:42] 一方面你看到
[01:09:42 -> 01:09:42] 有很多的新的
[01:09:42 -> 01:09:43] Inference公司出来
[01:09:43 -> 01:09:44] 另一方面你发现
[01:09:44 -> 01:09:45] 你会看到一个
[01:09:45 -> 01:09:46] Established的Inference公司
[01:09:46 -> 01:09:47] 在往RL那边move
[01:09:47 -> 01:09:48] 在往RL那边扩张
[01:09:48 -> 01:09:49] 我觉得这可能是
[01:09:49 -> 01:09:51] 这一批公司里面
[01:09:51 -> 01:09:52] 最大的两个趋势
[01:09:52 -> 01:09:53] 最明显的两个趋势
[01:09:53 -> 01:09:54] Bastion和Fireworks
[01:09:54 -> 01:09:55] 也是你们的客户
[01:09:55 -> 01:09:56] 对吧
[01:09:56 -> 01:09:57] 我们的用户
[01:09:57 -> 01:09:58] 你觉得以后会
[01:09:58 -> 01:09:59] 发展成竞争对手
[01:09:59 -> 01:10:00] 我不知道
[01:10:00 -> 01:10:01] 他们有可能觉得
[01:10:01 -> 01:10:03] 我们是某种意义上
[01:10:03 -> 01:10:03] 竞争对手
[01:10:03 -> 01:10:04] 但是我们不把他们
[01:10:04 -> 01:10:05] 当成竞争对手
[01:10:05 -> 01:10:07] 我们是更想和谐相处的
[01:10:07 -> 01:10:08] 一个是我们其实
[01:10:08 -> 01:10:09] 重点重心并不在
[01:10:09 -> 01:10:09] 这个地方
[01:10:09 -> 01:10:10] 不然我们就不会
[01:10:10 -> 01:10:11] 把我们的Inference
[01:10:11 -> 01:10:12] 给大家随意使用
[01:10:12 -> 01:10:12] 对
[01:10:12 -> 01:10:14] 还去支持他们使用
[01:10:14 -> 01:10:15] 第二点是我们
[01:10:15 -> 01:10:15] 因为我们这个
[01:10:15 -> 01:10:16] 开源的意愿
[01:10:16 -> 01:10:17] 我们希望被大家都使用
[01:10:17 -> 01:10:18] 所以我们并不
[01:10:18 -> 01:10:18] 也不想跟他们
[01:10:18 -> 01:10:19] 成为竞争对手
[01:10:19 -> 01:10:20] 我们希望这些
[01:10:20 -> 01:10:21] 都是我们的盟友
[01:10:21 -> 01:10:23] 然后我们更希望的是
[01:10:23 -> 01:10:25] Focus在AI本身的
[01:10:25 -> 01:10:26] 一些技术迭代上
[01:10:26 -> 01:10:27] 然后我们希望
[01:10:27 -> 01:10:27] 把这些技术
[01:10:27 -> 01:10:29] 可以跟他们所
[01:10:29 -> 01:10:30] 共同发展
[01:10:30 -> 01:10:31] 促成他们的
[01:10:31 -> 01:10:33] 这个业务模式的增长
[01:10:33 -> 01:10:34] 现在你们服务的客户
[01:10:34 -> 01:10:35] 大概是什么样
[01:10:35 -> 01:10:36] 类型的企业
[01:10:36 -> 01:10:37] 或者是他们
[01:10:37 -> 01:10:38] 有没有一个什么
[01:10:38 -> 01:10:38] 比较典型的
[01:10:38 -> 01:10:40] 使用场景可以分享
[01:10:40 -> 01:10:41] 我们各个type的
[01:10:41 -> 01:10:42] 客户都有
[01:10:42 -> 01:10:43] 从这个Data Center
[01:10:43 -> 01:10:44] Neo Cloud
[01:10:44 -> 01:10:46] 就是Hyper Scaler
[01:10:46 -> 01:10:47] 就这些是Cloud
