# 《一红16年，干啥啥赚钱？｜屠龙博士创业的秘密！》— 原始转录

> **节目**：课代表立正（B站 UP 主，UID 491306902）对谈 **屠龙博士**
> **来源**：B站 · BV1krM46BEpn · 发布 2026-07-07
> **时长**：1h35m18s（5718 秒）
> **下载**：opencli bilibili download（浏览器登录态；yt-dlp 被 B站 412 反爬拦截）
> **转录**：whisper.cpp / ggml-large-v3 / Metal 加速 / 4,502 段 / 32,090 汉字 / 语速 337 字/min
> **校验源**：B站官方字幕（2,860 条，opencli bilibili subtitle 拉取）——替代小宇宙 shownotes 的修正源角色

---

[00:00:00 --> 00:00:01]  有一个网红偷我们的用户讯息
[01:01:22 --> 01:01:24]  大家把利润做高一点点
[01:01:24 --> 01:01:26]  这样使得你收入有大幅度的提高
[01:01:26 --> 01:01:27]  你收入有大幅度提高
[01:01:27 --> 01:01:30]  你的住房医疗教育都更有保障
[01:01:30 --> 01:01:32]  你不需要囤积那么多东西的
[01:01:32 --> 01:01:35]  你需要更多的现金流去保障你
[01:01:35 --> 01:01:37]  你能买那种高端服务业
[01:01:37 --> 01:01:38]  老百姓不懂这个道理
[01:01:38 --> 01:01:40]  就反复讲反复讲反复讲
[01:01:40 --> 01:01:41]  你在整个工业链
[01:01:41 --> 01:01:43]  就见到很多有思想刚硬的人
[01:01:43 --> 01:01:45]  就是要量大便宜
[01:01:45 --> 01:01:46]  这都是很正常现象
[01:01:46 --> 01:01:47]  都不能叫流氓现象了
[01:01:47 --> 01:01:47]  对吧
[01:01:47 --> 01:01:49]  我觉得这也是这次访谈中
[01:01:49 --> 01:01:50]  上次咱们聊的
[01:01:50 --> 01:01:51]  我觉得一定要讲清楚一个点
[01:01:51 --> 01:01:53]  因为其实咱们上次聊了以后
[01:01:53 --> 01:01:54]  你讲的巨佬是谁
[01:01:54 --> 01:01:55]  确实不能说
[01:01:55 --> 01:01:55]  就不说了
[01:01:55 --> 01:01:56]  是个巨佬
[01:01:56 --> 01:01:57]  Value of the few
[01:01:57 --> 01:01:59]  所有人都认识的巨佬
[01:01:59 --> 01:02:00]  所以不能说是谁
[01:02:00 --> 01:02:02]  他现在已经把供应链
[01:02:02 --> 01:02:04]  压到一分钱利润都没有了
[01:02:04 --> 01:02:06]  那你供应链怎么发工资呢
[01:02:06 --> 01:02:07]  那实在是
[01:02:07 --> 01:02:07]  对吧
[01:02:07 --> 01:02:09]  他不是说他赚取了高额利润
[01:02:09 --> 01:02:11]  他得有正常利润
[01:02:11 --> 01:02:12]  让经济动起来
[01:02:12 --> 01:02:14]  我用更少的钱
[01:02:14 --> 01:02:15]  买到了一个东西
[01:02:15 --> 01:02:16]  那我就赚了
[01:02:16 --> 01:02:17]  这在个体上来说的话
[01:02:17 --> 01:02:18]  那是对的
[01:02:18 --> 01:02:19]  但是你如果把它
[01:02:19 --> 01:02:20]  带到一个经济循环里边
[01:02:20 --> 01:02:21]  你去想
[01:02:21 --> 01:02:22]  你赚的钱是从哪来的
[01:02:22 --> 01:02:23]  很多时候
[01:02:23 --> 01:02:24]  我们想通很多事
[01:02:24 --> 01:02:24]  说实话
[01:02:24 --> 01:02:26]  大家买的绝大多数的东西
[01:02:26 --> 01:02:27]  并不是说
[01:02:27 --> 01:02:29]  跟你生死存亡
[01:02:29 --> 01:02:29]  息息相关的
[01:02:29 --> 01:02:30]  就不是说
[01:02:30 --> 01:02:31]  我不买这个东西就饿死
[01:02:31 --> 01:02:33]  我们身边绝大多数的消费
[01:02:33 --> 01:02:34]  大多数都是这种
[01:02:34 --> 01:02:35]  非必要的这样的消费
[01:02:35 --> 01:02:37]  或者说是非生存的消费
[01:02:37 --> 01:02:38]  这种非生存的消费
[01:02:38 --> 01:02:40]  你如果没有利润的话
[01:02:40 --> 01:02:41]  就卖出去了以后
[01:02:41 --> 01:02:42]  也不能让人赚到钱
[01:02:42 --> 01:02:45]  整个经济就不是一个好的循环
[01:02:45 --> 01:02:46]  而且更重要的一件事
[01:02:46 --> 01:02:48]  它跟分配有很大的关系
[01:02:48 --> 01:02:49]  它是一个富豪
[01:02:49 --> 01:02:50]  他想让他少赚点
[01:02:50 --> 01:02:51]  他来换规模
[01:02:51 --> 01:02:52]  让别人死
[01:02:52 --> 01:02:54]  来换垄断
[01:02:54 --> 01:02:54]  但是有一点
[01:02:54 --> 01:02:56]  这跟国家是矛盾的
[01:02:56 --> 01:02:56]  就是在于
[01:02:56 --> 01:02:58]  你富豪少赚点没事
[01:02:58 --> 01:02:59]  但是广大老百姓
[01:02:59 --> 01:03:00]  少赚那一点
[01:03:00 --> 01:03:01]  他就开支不平衡了
[01:03:01 --> 01:03:02]  而且这跟经济的整个
[01:03:02 --> 01:03:03]  booming有很大的关系
[01:03:03 --> 01:03:05]  当你收入不平等性
[01:03:05 --> 01:03:05]  我们叫做
[01:03:05 --> 01:03:07]  income equality越大的时候
[01:03:07 --> 01:03:09]  经济就会有越大的问题
[01:03:09 --> 01:03:10]  你比如说
[01:03:10 --> 01:03:12]  你让普通的农民或者渔民
[01:03:12 --> 01:03:13]  一个月多赚500
[01:03:13 --> 01:03:15]  那很有可能
[01:03:15 --> 01:03:16]  他把这500都花了
[01:03:16 --> 01:03:18]  用来多买点好吃的
[01:03:18 --> 01:03:20]  那他就会消费提振很多
[01:03:20 --> 01:03:22]  你让一个亿万富豪
[01:03:22 --> 01:03:23]  一个月多挣500
[01:03:23 --> 01:03:25]  他不会多花那500块钱的
[01:03:25 --> 01:03:27]  他很多东西都已经买腻了
[01:03:27 --> 01:03:27]  对吧
[01:03:27 --> 01:03:28]  所以我就说
[01:03:28 --> 01:03:29]  这个压榨公用链
[01:03:29 --> 01:03:30]  对整个后边的事情
[01:03:30 --> 01:03:31]  都会有很大的影响
[01:03:31 --> 01:03:33]  这个事我这是非常破防
[01:03:33 --> 01:03:34]  而有的时候就是
[01:03:34 --> 01:03:35]  我感觉
[01:03:35 --> 01:03:37]  有很多在国内经商
[01:03:37 --> 01:03:38]  几十年的人
[01:03:38 --> 01:03:38]  尤其是
[01:03:38 --> 01:03:40]  虽然可能在年轻人眼里
[01:03:40 --> 01:03:41]  我们也是老灯了
[01:03:41 --> 01:03:42]  我也认为我是老灯
[01:03:42 --> 01:03:43]  年轻人眼里
[01:03:43 --> 01:03:44]  我是老灯
[01:03:44 --> 01:03:45]  但我眼里也有真正的老灯
[01:03:45 --> 01:03:46]  对吧
[01:03:46 --> 01:03:47]  在我眼里
[01:03:47 --> 01:03:48]  比我老的这些老灯
[01:03:48 --> 01:03:49]  在国内一直做生意的
[01:03:49 --> 01:03:51]  那思想刚硬还是很深的
[01:03:51 --> 01:03:52]  不是说他坏
[01:03:52 --> 01:03:53]  他是真认为
[01:03:53 --> 01:03:54]  一定要量大便宜
[01:03:54 --> 01:03:56]  真认为要压掉
[01:03:56 --> 01:03:58]  供应链的每一分利润
[01:03:58 --> 01:03:59]  好多是这样讲的
[01:03:59 --> 01:04:00]  你跟他说不必这样
[01:04:00 --> 01:04:01]  他不相信
[01:04:01 --> 01:04:02]  你知道吗
[01:04:02 --> 01:04:06]  那你给频道前面的年轻人
[01:04:06 --> 01:04:07]  或者说他们可能
[01:04:07 --> 01:04:08]  想去做创业
[01:04:08 --> 01:04:09]  或者怎样的
[01:04:09 --> 01:04:09]  讲一讲
[01:04:09 --> 01:04:11]  在这样的一个环境下
[01:04:11 --> 01:04:12]  你是怎么样子
[01:04:12 --> 01:04:13]  可以做到高客单价
[01:04:13 --> 01:04:14]  有这个毛利率的
[01:04:14 --> 01:04:16]  这么一个生意模式
[01:04:16 --> 01:04:16]  包括
[01:04:16 --> 01:04:16]  混的股票
[01:04:16 --> 01:04:17]  卖的并不便宜
[01:04:17 --> 01:04:18]  但是你可以
[01:04:18 --> 01:04:19]  卖的很贵
[01:04:19 --> 01:04:20]  很贵
[01:04:20 --> 01:04:21]  我做到
[01:04:21 --> 01:04:22]  我认为这事这样的
[01:04:22 --> 01:04:23]  你看
[01:04:23 --> 01:04:24]  我给你举个例子
[01:04:24 --> 01:04:25]  我这样塞点东西
[01:04:25 --> 01:04:26]  我跟你说
[01:04:26 --> 01:04:27]  你拿一下
[01:04:27 --> 01:04:28]  拿这个东西
[01:04:28 --> 01:04:29]  这个东西
[01:04:29 --> 01:04:30]  这个点
[01:04:30 --> 01:04:31]  是你的制造成本
[01:04:31 --> 01:04:32]  中间这个
[01:04:32 --> 01:04:33]  我摆在这
[01:04:33 --> 01:04:33]  中间这个
[01:04:33 --> 01:04:35]  是你的定价
[01:04:35 --> 01:04:36]  你的零售价
[01:04:36 --> 01:04:37]  这儿是消费者心理预期
[01:04:37 --> 01:04:38]  大家理解吧
[01:04:38 --> 01:04:39]  举个例子
[01:04:39 --> 01:04:40]  你比如你可乐
[01:04:40 --> 01:04:41]  你的制造成本
[01:04:41 --> 01:04:42]  是一罐一毛钱
[01:04:42 --> 01:04:44]  消费者心理预期
[01:04:44 --> 01:04:44]  是六块钱
[01:04:44 --> 01:04:45]  就是一罐可乐
[01:04:45 --> 01:04:46]  六块钱以下
[01:04:46 --> 01:04:47]  我就可以买
[01:04:47 --> 01:04:48]  你的定价是两块五
[01:04:48 --> 01:04:49]  那这个东西就成立
[01:04:49 --> 01:04:50]  从我蓝的
[01:04:50 --> 01:04:51]  到我黑的这块
[01:04:51 --> 01:04:52]  这个东西
[01:04:52 --> 01:04:53]  叫做消费者心理剩余
[01:04:53 --> 01:04:55]  消费者心理剩余
[01:04:55 --> 01:04:55]  就是说
[01:04:55 --> 01:04:56]  你得给他留剩余
[01:04:56 --> 01:04:58]  你不留剩余的话
[01:04:58 --> 01:04:59]  他会觉得你割韭菜
[01:04:59 --> 01:05:01]  而且他不会复购的
[01:05:01 --> 01:05:01]  他不复购
[01:05:01 --> 01:05:02]  你每次都拉新的话
[01:05:02 --> 01:05:04]  你的成本是非常高的
[01:05:04 --> 01:05:04]  所以你得留
[01:05:04 --> 01:05:05]  消费者心理剩余
[01:05:05 --> 01:05:06]  而从我蓝的
[01:05:06 --> 01:05:07]  到这排药这块
[01:05:07 --> 01:05:10]  这叫整个产业链毛利
[01:05:10 --> 01:05:10]  大家理解吧
[01:05:10 --> 01:05:11]  就是说
[01:05:11 --> 01:05:11]  从你制造成本
[01:05:11 --> 01:05:13]  到你的零售价
[01:05:13 --> 01:05:14]  这块叫整个产业链毛利
[01:05:14 --> 01:05:15]  你的上游
[01:05:15 --> 01:05:16]  你的下游
[01:05:16 --> 01:05:16]  和你自己
[01:05:16 --> 01:05:17]  都要从这儿取分
[01:05:17 --> 01:05:18]  所以说
[01:05:18 --> 01:05:20]  所谓的定价就是经营
[01:05:20 --> 01:05:21]  这是道顺和夫说的
[01:05:21 --> 01:05:22]  定价就是经营
[01:05:22 --> 01:05:23]  就是你要定这个价格
[01:05:23 --> 01:05:25]  使得既有充分的
[01:05:25 --> 01:05:26]  消费者心理剩余
[01:05:26 --> 01:05:28]  又有充分的产业链毛利
[01:05:28 --> 01:05:29]  你才能挣到钱
[01:05:29 --> 01:05:30]  那好
[01:05:30 --> 01:05:31]  你定这个事
[01:05:31 --> 01:05:32]  无非是在
[01:05:32 --> 01:05:33]  你的产业链毛利
[01:05:33 --> 01:05:35]  和消费者心理剩余之间
[01:05:35 --> 01:05:36]  做一个分配
[01:05:36 --> 01:05:36]  对吧
[01:05:36 --> 01:05:38]  如果你把消费者的
[01:05:38 --> 01:05:39]  心理预期拉得很低
[01:05:39 --> 01:05:41]  每次一进直播间
[01:05:41 --> 01:05:41]  大家都说
[01:05:41 --> 01:05:42]  把这个价格打下来
[01:05:42 --> 01:05:44]  是你唯一的话术
[01:05:44 --> 01:05:46]  那这个中间的距离就很小
[01:05:46 --> 01:05:48]  这个距离很小的时候
[01:05:48 --> 01:05:49]  你怎么定价
[01:05:49 --> 01:05:49]  你都是亏的
[01:05:49 --> 01:05:50]  大家理解吧
[01:05:50 --> 01:05:52]  所以你做的事情
[01:05:52 --> 01:05:54]  就是把这个距离拉大
[01:05:54 --> 01:05:54]  也就是说
[01:05:54 --> 01:05:56]  消费者心理预期
[01:05:56 --> 01:05:58]  和你实际制造成本的距离
[01:05:58 --> 01:05:59]  是足够大的
[01:05:59 --> 01:05:59]  我们都知道
[01:05:59 --> 01:06:01]  一罐可乐是一毛钱做的
[01:06:01 --> 01:06:03]  但是我们六块钱买它
[01:06:03 --> 01:06:04]  也就觉得还可以
[01:06:04 --> 01:06:05]  五块钱觉得还可以
[01:06:05 --> 01:06:06]  两块五觉得便宜了
[01:06:06 --> 01:06:07]  对吧
[01:06:07 --> 01:06:08]  你这块足够拉大
[01:06:08 --> 01:06:09]  一毛钱到两块五
[01:06:09 --> 01:06:10]  那中间是很多钱
[01:06:10 --> 01:06:11]  大家都可以分
[01:06:11 --> 01:06:11]  对不对
[01:06:11 --> 01:06:13]  那你把这个东西拉大之后
[01:06:13 --> 01:06:15]  你的business才成立
[01:06:15 --> 01:06:17]  所以核心的艺术
[01:06:17 --> 01:06:19]  就是把消费者心理预期拉高
[01:06:19 --> 01:06:19]  你看
[01:06:19 --> 01:06:22]  有很多国际的奢侈品集团
[01:06:22 --> 01:06:23]  他会用各种各样的方法
[01:06:23 --> 01:06:25]  拉高消费者心理预期
[01:06:25 --> 01:06:25]  你比如说
[01:06:25 --> 01:06:27]  你们虽然都是男生
[01:06:27 --> 01:06:28]  但女生就像说的一句话
[01:06:28 --> 01:06:29]  是我买这个包
[01:06:29 --> 01:06:30]  它百搭
[01:06:30 --> 01:06:31]  这是LV
[01:06:31 --> 01:06:33]  香奈儿告诉女生的
[01:06:33 --> 01:06:34]  这个包它百搭
[01:06:34 --> 01:06:36]  我问你百搭是什么意思
[01:06:36 --> 01:06:36]  百搭什么意思
[01:06:36 --> 01:06:37]  就比如我一小姑娘
[01:06:37 --> 01:06:38]  我刚到公司
[01:06:38 --> 01:06:39]  然后我进了
[01:06:39 --> 01:06:40]  香奈儿的店
[01:06:40 --> 01:06:41]  我香奈儿现在一个
[01:06:41 --> 01:06:41]  什么零文包
[01:06:41 --> 01:06:42]  八万人民币
[01:06:42 --> 01:06:44]  我一个月才挣两万
[01:06:44 --> 01:06:44]  我不吃不喝
[01:06:44 --> 01:06:46]  要四个月才能买香奈儿
[01:06:46 --> 01:06:47]  现在香奈儿告诉我
[01:06:47 --> 01:06:49]  百搭这话什么意思
[01:06:49 --> 01:06:50]  意思是说
[01:06:50 --> 01:06:52]  你别看我这个东西贵
[01:06:52 --> 01:06:54]  但是你只需这一个包
[01:06:54 --> 01:06:56]  你就每天都可以用它
[01:06:56 --> 01:06:58]  所以百搭是它往上
[01:06:58 --> 01:06:59]  拉心理预期的一个话术
[01:06:59 --> 01:07:00]  它还有其他话术
[01:07:00 --> 01:07:01]  比如说
[01:07:01 --> 01:07:04]  这个东西有传承价值
[01:07:04 --> 01:07:04]  让小姑娘认为
[01:07:04 --> 01:07:07]  它还有卖二手的可能性
[01:07:07 --> 01:07:07]  它还有其他话术
[01:07:07 --> 01:07:08]  说哪个明星
[01:07:08 --> 01:07:09]  用了这个
[01:07:09 --> 01:07:10]  然后这个东西chic
[01:07:10 --> 01:07:11]  这个东西是流行
[01:07:11 --> 01:07:13]  这个东西是icon
[01:07:13 --> 01:07:14]  define什么东西
[01:07:14 --> 01:07:17]  全都是它往上拉消费者心理预期的
[01:07:17 --> 01:07:18]  我跟你讲
[01:07:18 --> 01:07:21]  所有的营销所的万象皈依
[01:07:21 --> 01:07:23]  你说科技也好
[01:07:23 --> 01:07:24]  你说百搭也好
[01:07:24 --> 01:07:26]  你说这个东西
[01:07:26 --> 01:07:27]  威士忌旧鱼子酱
[01:07:27 --> 01:07:28]  是一种高端也好
[01:07:28 --> 01:07:30]  它是有钱人的因也好
[01:07:30 --> 01:07:31]  有钱人的果也好
[01:07:31 --> 01:07:33]  你这个所有东西都是万象皈依
[01:07:33 --> 01:07:35]  就是你用什么东西
[01:07:35 --> 01:07:38]  让消费者某定心理价值高
[01:07:38 --> 01:07:38]  它跟什么有关
[01:07:38 --> 01:07:40]  它跟什么东西去某定
[01:07:40 --> 01:07:41]  这就是重要的
[01:07:41 --> 01:07:42]  所以从我们货物品来说
[01:07:42 --> 01:07:44]  我们用的是合成生物的
[01:07:44 --> 01:07:45]  下一代技术这是真的
[01:07:45 --> 01:07:47]  而且它抗衰效果是很好的
[01:07:47 --> 01:07:49]  然后我敢跟所有的国际大牌去
[01:07:49 --> 01:07:50]  比这个抗衰效果好
[01:07:50 --> 01:07:51]  所以我把它说
[01:07:51 --> 01:07:53]  你看那么多国际大牌
[01:07:53 --> 01:07:55]  它用的是几十年前的技术
[01:07:55 --> 01:07:57]  我承认雅士兰麦尔好
[01:07:57 --> 01:07:58]  我承认老麦尔好
[01:07:58 --> 01:07:59]  他们当时的技术都是很好
[01:07:59 --> 01:08:01]  但是他们几十年没有换过配方
[01:08:01 --> 01:08:02]  对不对
[01:08:02 --> 01:08:03]  他们已经跟不上
[01:08:03 --> 01:08:05]  现在生物科技和化学科技的发展了
[01:08:05 --> 01:08:06]  我现在这个东西
[01:08:06 --> 01:08:08]  是最前沿的东西做的技术
[01:08:08 --> 01:08:09]  这是第一某定
[01:08:09 --> 01:08:10]  第二某定是
[01:08:10 --> 01:08:12]  这个原材料跟全球唯一能注射的
[01:08:12 --> 01:08:13]  胶原蛋白的这个原材料
[01:08:13 --> 01:08:15]  是一模一样的分子
[01:08:15 --> 01:08:16]  一模一样的浓度
[01:08:16 --> 01:08:17]  那个东西卖6800
[01:08:17 --> 01:08:18]  你打一下真卖6800
[01:08:18 --> 01:08:20]  我这个东西一只卖100多
[01:08:20 --> 01:08:22]  虽然你一盒5000多
[01:08:22 --> 01:08:23]  但是你一只是100多
[01:08:23 --> 01:08:25]  那一只就是6800
[01:08:25 --> 01:08:26]  然后第三我跟你某定
[01:08:26 --> 01:08:27]  我当时说了一句话
[01:08:27 --> 01:08:28]  我说人的胶原蛋白
[01:08:28 --> 01:08:29]  以前是器官保存业
[01:08:29 --> 01:08:31]  你去看看器官保存业的
[01:08:31 --> 01:08:32]  制剂上面的那些网站
[01:08:32 --> 01:08:34]  卖这个跟我一样材料制剂的网站
[01:08:34 --> 01:08:36]  我这一盒的含量要卖几百万
[01:08:36 --> 01:08:37]  生物制剂
[01:08:37 --> 01:08:39]  几百威克就要卖几千人民币
[01:08:39 --> 01:08:40]  对吧
[01:08:40 --> 01:08:41]  而我给你们大量合成出来的
[01:08:41 --> 01:08:43]  你现在能把器官保存业
[01:08:43 --> 01:08:44]  往脸上抹
[01:08:44 --> 01:08:45]  这东西多贵呀
[01:08:45 --> 01:08:46]  就框框下单
[01:08:46 --> 01:08:48]  实际上来说这东西确实贵
[01:08:48 --> 01:08:49]  但是我说这句话
[01:08:49 --> 01:08:50]  全是为了心理锚定
[01:08:50 --> 01:08:51]  我懂了
[01:08:53 --> 01:08:54]  然后我也跟大家讲
[01:08:54 --> 01:08:57]  我说你为什么要为国际大牌付费呢
[01:08:57 --> 01:08:59]  他有大量的钱都用在了营销上
[01:08:59 --> 01:09:00]  而我们大量钱都花在研发上
[01:09:00 --> 01:09:01]  对吧
[01:09:01 --> 01:09:02]  所以说其实人
[01:09:02 --> 01:09:03]  看你怎么去跟教会者
[01:09:03 --> 01:09:05]  你要明白所有的营销
[01:09:05 --> 01:09:06]  所有的销售
[01:09:06 --> 01:09:08]  都是你去跟消费者沟通
[01:09:08 --> 01:09:09]  让他明白
[01:09:09 --> 01:09:11]  你虽然有毛利
[01:09:11 --> 01:09:12]  但是你在跟他沟通说
[01:09:12 --> 01:09:14]  他也有价值
[01:09:14 --> 01:09:16]  他付的这个钱远远比他
[01:09:16 --> 01:09:18]  应该获得价值低很多
[01:09:18 --> 01:09:19]  你沟通
[01:09:19 --> 01:09:20]  他认为说
[01:09:20 --> 01:09:22]  你卖他五千没关系
[01:09:22 --> 01:09:23]  但是他认为你这一盒
[01:09:23 --> 01:09:25]  应该值两百万
[01:09:25 --> 01:09:26]  或者他认为你这盒值两万
[01:09:26 --> 01:09:27]  你卖他五千
[01:09:27 --> 01:09:28]  他就买了
[01:09:28 --> 01:09:30]  当他认为你这个价值高的时候
[01:09:30 --> 01:09:32]  高于你的零售价的时候
[01:09:32 --> 01:09:33]  他就卖了
[01:09:33 --> 01:09:34]  你真的是太战士化了
[01:09:34 --> 01:09:36]  这核心的这个数给大家讲了
[01:09:36 --> 01:09:37]  或者道理给大家讲了
[01:09:37 --> 01:09:38]  这个东西
[01:09:38 --> 01:09:39]  没什么关系
[01:09:39 --> 01:09:41]  没有任何关系
[01:09:41 --> 01:09:42]  如果大家想买我的课
[01:09:42 --> 01:09:43]  也可以买
[01:09:43 --> 01:09:44]  我里头有一百多个故事
[01:09:44 --> 01:09:45]  就是我觉得
[01:09:45 --> 01:09:46]  告诉所有人无所谓
[01:09:46 --> 01:09:47]  你知道有很多人就会说
[01:09:47 --> 01:09:48]  我告诉他一句话
[01:09:48 --> 01:09:49]  就什么的
[01:09:49 --> 01:09:51]  核心竞争力不可能
[01:09:51 --> 01:09:53]  就有些人他会有那种就是
[01:09:53 --> 01:09:54]  我藏着掖着不告诉别人
[01:09:54 --> 01:09:56]  说是因为这个核心竞争力
[01:09:56 --> 01:09:57]  但是我认为
[01:09:57 --> 01:09:59]  什么叫你的核心竞争力
[01:09:59 --> 01:10:00]  真正核心竞争力
[01:10:00 --> 01:10:01]  就跟读一PhD似的
[01:10:01 --> 01:10:02]  我天天教你
[01:10:02 --> 01:10:03]  天天告诉你都是真的
[01:10:03 --> 01:10:04]  天天努力的帮你
[01:10:04 --> 01:10:06]  你五年都学不会
[01:10:06 --> 01:10:08]  那我才有核心竞争力
[01:10:08 --> 01:10:09]  而不是说
[01:10:09 --> 01:10:10]  我告诉你一句话
[01:10:10 --> 01:10:11]  你顿悟了
[01:10:11 --> 01:10:12]  然后你就超过我了
[01:10:12 --> 01:10:13]  那叫核心竞争力吗
[01:10:13 --> 01:10:14]  对吧
[01:10:14 --> 01:10:15]  就是你刚刚说的三个点
[01:10:15 --> 01:10:18]  一个是跟国际大牌去对标
[01:10:18 --> 01:10:19]  然后一个去跟
[01:10:19 --> 01:10:21]  这个胶原蛋白的对标
[01:10:21 --> 01:10:22]  然后一个是跟
[01:10:22 --> 01:10:23]  这个器官保存液的对标
