# 转录元数据
# 节目: 得到《长谈》第64期（B站转载，UP主：商业成长）
# 标题: 64｜程乐松×脱不花：活得哲学一点
# 嘉宾: 程乐松（北京大学哲学系主任）/ 主持: 脱不花
# 发布: 2026-09-05 10:00 (B站) / 时长: 2h55m58s (10558s)
# 下载: opencli bilibili download BV1B24667EQH (480p, 342MB)
# 音频: ffmpeg 提取 mono 16kHz 128k mp3, 161MB
# 转录: whisper.cpp ggml-large-v3 Metal --vad (silero v6.2.0), 2026-09-11
# 段数: 4466 / 汉字: 51130 / 语速: 291字/min
# 校验源: B站官方中文字幕(4652条, 52591汉字, 亦为ASR产物仅供交叉校验)
[01:47:13 -> 01:47:16] 你发现每一个目标的达成都不那么难
[01:47:16 -> 01:47:16] 是的
[01:47:16 -> 01:47:17] 所以你上来一个
[01:47:17 -> 01:47:20] 给自己确定一个两年后三年后的目标
[01:47:20 -> 01:47:21] 这个事就很复杂
[01:47:21 -> 01:47:21] 对吧
[01:47:21 -> 01:47:22] 那比如说
[01:47:22 -> 01:47:23] 你比如说
[01:47:23 -> 01:47:24] 我自己
[01:47:24 -> 01:47:27] 我自己想写一个两汉思想诗
[01:47:27 -> 01:47:29] 我说我在退休之前写完
[01:47:29 -> 01:47:30] 这个时候你得知道你当下要干嘛
[01:47:30 -> 01:47:32] 你当下就应该看汉书
[01:47:32 -> 01:47:33] 对吧
[01:47:33 -> 01:47:34] 看汉书补助啊
[01:47:34 -> 01:47:36] 你应该去看后汉书汉书啊
[01:47:36 -> 01:47:37] 然后
[01:47:37 -> 01:47:40] 从先秦的经学一直看到两汉的这个子学
[01:47:40 -> 01:47:42] 你得知道你要干嘛
[01:47:42 -> 01:47:43] 这个我自己有
[01:47:43 -> 01:47:45] 有一次这个很
[01:47:45 -> 01:47:46] 我觉得是
[01:47:46 -> 01:47:47] 就对我一生都很
[01:47:47 -> 01:47:49] 很有帮助的人生经验
[01:47:49 -> 01:47:50] 就是因为创业嘛
[01:47:50 -> 01:47:52] 你会碰到各种各样的牛鬼蛇神
[01:47:52 -> 01:47:53] 那曾经有一次呢就是
[01:47:53 -> 01:47:55] 那个真的就问题有点严重了
[01:47:55 -> 01:47:56] 属于叫
[01:47:56 -> 01:47:58] 生死攸关了
[01:47:58 -> 01:48:00] 就完全无能为力
[01:48:00 -> 01:48:02] 然后命运攥在别人的手里
[01:48:02 -> 01:48:03] 这些如此种种
[01:48:03 -> 01:48:04] 非常的焦虑
[01:48:04 -> 01:48:06] 但是我在就是
[01:48:06 -> 01:48:08] 最后反正对方给我们一个机会说
[01:48:08 -> 01:48:10] 你可以来见一面啊什么的
[01:48:10 -> 01:48:12] 那我现在其实已经有这个经验了
[01:48:12 -> 01:48:14] 就是对方只要肯见你
[01:48:14 -> 01:48:15] 这个问题就有得谈
[01:48:15 -> 01:48:16] 基本上有门了
[01:48:16 -> 01:48:17] 对吧对对对
[01:48:17 -> 01:48:18] 但那时候不知道
[01:48:18 -> 01:48:20] 那时候也比现在年轻很多
[01:48:20 -> 01:48:22] 哦就这一路上就是
[01:48:22 -> 01:48:23] 哎呀就各种
[01:48:23 -> 01:48:25] 就是简直我觉得生理指标都不正常了
[01:48:25 -> 01:48:26] 就各种焦虑
[01:48:26 -> 01:48:29] 后来我突然车停在对方办公楼楼下的时候
[01:48:29 -> 01:48:29] 我就意识到说
[01:48:29 -> 01:48:32] 就我现在这些所有的担心和焦虑
[01:48:32 -> 01:48:33] 和我的那个目标
[01:48:33 -> 01:48:34] 都跟对方没有关系
[01:48:34 -> 01:48:35] 没错
[01:48:35 -> 01:48:38] 然后我就问我自己是此时此刻
[01:48:38 -> 01:48:41] 我能对对方施加影响的是什么
[01:48:41 -> 01:48:43] 我发现只有一件事我能做到
[01:48:43 -> 01:48:46] 叫我当时给自己定的目标是
[01:48:46 -> 01:48:49] 我要让他听到此生最好听的敲门声
[01:48:50 -> 01:48:54] 我要通过我的敲门声给他传递一个
[01:48:54 -> 01:48:55] 积极的状态
[01:48:55 -> 01:48:57] 我要给他传递个情绪
[01:48:57 -> 01:48:59] 那事实上我做到了
[01:48:59 -> 01:49:03] 我当然我认为是我的感受上做到了对不对
[01:49:03 -> 01:49:04] 但是因为后来那件事
[01:49:04 -> 01:49:06] 就从那个瞬间开始发生变化
[01:49:06 -> 01:49:09] 我觉得那个瞬间对我的一生都很有帮助
[01:49:09 -> 01:49:11] 对其实就是说
[01:49:11 -> 01:49:12] 因为有些时候吧
[01:49:12 -> 01:49:13] 你用一种话语表述出来
[01:49:13 -> 01:49:14] 是不具体的
[01:49:14 -> 01:49:16] 比如说我说你应该专注一下当下
[01:49:16 -> 01:49:17] 什么叫专注当下
[01:49:17 -> 01:49:21] 因为实际上就是相当于我在设定两个东西了
[01:49:21 -> 01:49:23] 第一个就是非当下是什么
[01:49:23 -> 01:49:25] 第二个是当下指的是什么
[01:49:25 -> 01:49:28] 当下其实指的就是你马上要采取的行动
[01:49:28 -> 01:49:29] 而且呢
[01:49:29 -> 01:49:32] 对于这个马上要采取的行动的专注力
[01:49:32 -> 01:49:36] 可能是你那个非当下的所有目标
[01:49:36 -> 01:49:38] 能不能被决定的那个核心
[01:49:38 -> 01:49:39] 所以呢
[01:49:39 -> 01:49:41] 你与其去说
[01:49:41 -> 01:49:42] 哎
[01:49:42 -> 01:49:42] 就是我跟你讲
[01:49:42 -> 01:49:45] 那个禅宗里面有一个有一个有一个故事
[01:49:45 -> 01:49:45] 就是这么讲的
[01:49:45 -> 01:49:47] 一个得到的禅师
[01:49:47 -> 01:49:48] 有一个人问他
[01:49:48 -> 01:49:49] 说禅师
[01:49:49 -> 01:49:52] 你在你在这个参透禅机之前
[01:49:52 -> 01:49:53] 也是砍柴挑水
[01:49:53 -> 01:49:56] 那么现在也是砍柴担水
[01:49:56 -> 01:49:58] 那么有什么不同呢
[01:49:58 -> 01:49:59] 这个禅师说啊
[01:49:59 -> 01:50:02] 我在没有物之前啊
[01:50:02 -> 01:50:04] 砍柴的时候想着担水
[01:50:04 -> 01:50:05] 担水的时候想着砍柴
[01:50:05 -> 01:50:06] 但是我现在呢
[01:50:06 -> 01:50:08] 砍柴就想砍柴
[01:50:08 -> 01:50:09] 担水就想担水
[01:50:09 -> 01:50:12] 我觉得其实逻辑就是这么个逻辑
[01:50:12 -> 01:50:12] 对吧
[01:50:12 -> 01:50:14] 就是你比如说
[01:50:14 -> 01:50:17] 如果我已经因为害怕失败
[01:50:17 -> 01:50:19] 而在当下不得了
[01:50:19 -> 01:50:22] 不知道不知所措的时候
[01:50:22 -> 01:50:25] 你不如先把那个那个那个那个失败的那个担心放下
[01:50:25 -> 01:50:26] 其实很难
[01:50:26 -> 01:50:27] 这非常难
[01:50:27 -> 01:50:27] 对吧
[01:50:27 -> 01:50:29] 但你放下了以后呢
[01:50:29 -> 01:50:31] 实际上你就会想我当下应该做什么
[01:50:31 -> 01:50:32] 对这个更简单一点
[01:50:32 -> 01:50:32] 而且呢
[01:50:32 -> 01:50:37] 有些时候我们为什么我们会在什么时候去愿意去干这个事
[01:50:37 -> 01:50:40] 就是你愿意去猜别人的想法的时候
[01:50:40 -> 01:50:44] 你比如说我去求职的时候
[01:50:44 -> 01:50:47] 我在人民大学求职的时候
[01:50:47 -> 01:50:50] 反正我就觉得他那个他那个面试就很随意的
[01:50:50 -> 01:50:51] 就是他那个
[01:50:51 -> 01:50:55] 他那个学术委员会就把我叫进去
[01:50:55 -> 01:50:58] 说你你你在哪里毕业
[01:50:58 -> 01:50:58] 你怎么样
[01:50:58 -> 01:50:59] 你做什么研究啊
[01:50:59 -> 01:50:59] 怎么样怎么样
[01:50:59 -> 01:51:00] 你有什么发表啊
[01:51:00 -> 01:51:01] 是吧
[01:51:01 -> 01:51:02] 问了一一圈
[01:51:02 -> 01:51:04] 然后我刚刚就讲完了
[01:51:04 -> 01:51:05] 我说好
[01:51:05 -> 01:51:06] 你可以走
[01:51:06 -> 01:51:07] 这就可以走了吗
[01:51:07 -> 01:51:10] 我就觉得就没有没有什么可以谈的吗
[01:51:10 -> 01:51:11] 我下来以后呢
[01:51:11 -> 01:51:13] 实际上我心里在想他们到底怎么想的
[01:51:13 -> 01:51:14] 我其实我不停在想
[01:51:14 -> 01:51:17] 我并没有想我是怎么表表表现的
[01:51:17 -> 01:51:18] 然后呢
[01:51:18 -> 01:51:20] 事后啊
[01:51:20 -> 01:51:21] 我的一个老师啊
[01:51:21 -> 01:51:22] 一个经纪人呢
[01:51:22 -> 01:51:23] 前辈就跟我说
[01:51:23 -> 01:51:24] 那天你表现得很好
[01:51:24 -> 01:51:26] 其实我当时我才想明白哦
[01:51:26 -> 01:51:30] 原来其实根本就不用考虑他们是怎么想的
[01:51:30 -> 01:51:32] 你反而应该反思一下你自己表现的是什么
[01:51:32 -> 01:51:34] 白白担心了那么久
[01:51:34 -> 01:51:35] 就这个就这个问题
[01:51:35 -> 01:51:38] 实际上就是说你与其去想他怎么想
[01:51:38 -> 01:51:40] 你不如想他给你抛来的
[01:51:40 -> 01:51:42] 你不要问你不要想他给你抛来的问题
[01:51:42 -> 01:51:43] 为什么
[01:51:43 -> 01:51:45] 你就你就对对就好了
[01:51:45 -> 01:51:54] 对我前两天被王超哥给教育了
[01:51:54 -> 01:51:55] 因为他当时跟我讲了一个故事
[01:51:55 -> 01:51:58] 其实当然故事也都是提到对吧
[01:51:58 -> 01:51:59] 他就讲他说
[01:51:59 -> 01:52:01] 就是人要有纵深意悦
[01:52:01 -> 01:52:03] 这么一个生活的决心
[01:52:03 -> 01:52:06] 哎我当时还想着是启发一下我们的观众
[01:52:06 -> 01:52:07] 我就说哎对啊
[01:52:07 -> 01:52:09] 你这个如果你一直舍不得自个儿对吧
[01:52:09 -> 01:52:11] 你看看你此刻的生活当中
[01:52:11 -> 01:52:14] 有哪件事情是配得上你纵深意悦的
[01:52:14 -> 01:52:15] 你先体验一下这个感觉
[01:52:15 -> 01:52:16] 王超哥马上纠正我了
[01:52:16 -> 01:52:17] 他说不对
[01:52:17 -> 01:52:20] 他说如果你做了这个决定
[01:52:20 -> 01:52:24] 你应该在任何事情上都舍我其谁纵深意悦
[01:52:24 -> 01:52:27] 他说不可能你先把事情排出个369等来
[01:52:27 -> 01:52:30] 再回报比较高的事情上纵深意悦
[01:52:30 -> 01:52:31] 这不就是很油腻的算计吗
[01:52:31 -> 01:52:32] 对
[01:52:32 -> 01:52:33] 我觉得他这个纠正非常非常对
[01:52:33 -> 01:52:38] 而且我们其实一辈子只有幸运的人
[01:52:38 -> 01:52:40] 才能真正听到内心的召唤
[01:52:40 -> 01:52:42] 我是认为你不要
[01:52:42 -> 01:52:44] 你不要天天觉得自己有内心的召唤
[01:52:44 -> 01:52:48] 因为你如果每天都觉得自己有内心的召唤的话
[01:52:48 -> 01:52:49] 我会毫不犹豫的告诉你
[01:52:49 -> 01:52:53] 其实你就是用一种这个利益的算计
[01:52:53 -> 01:52:55] 假装是一种内心的召唤
[01:52:55 -> 01:52:57] 那种内心召唤是什么
[01:52:57 -> 01:52:58] 是在我当我从来没有过
[01:52:58 -> 01:52:59] 我从来没有过
[01:52:59 -> 01:53:00] 我从来没有过
[01:53:00 -> 01:53:02] 包括回北大教书也没有吗
[01:53:02 -> 01:53:03] 没有
[01:53:03 -> 01:53:04] 那还是虚荣心的满足
[01:53:04 -> 01:53:07] 我觉得什么叫内心的召唤
[01:53:07 -> 01:53:09] 就是你会不计代价
[01:53:09 -> 01:53:11] 而且在别人眼里
[01:53:11 -> 01:53:13] 其实你有点疯魔
[01:53:13 -> 01:53:17] 这种疯魔感动到别人就是好的
[01:53:17 -> 01:53:19] 如果感动不到别人
[01:53:19 -> 01:53:21] 你可能就是个疯子
[01:53:21 -> 01:53:23] 那你在疯子的这个状态的时候
[01:53:23 -> 01:53:25] 你仍然是自洽的
[01:53:25 -> 01:53:26] 也就OK了
[01:53:26 -> 01:53:29] 但是我其实真正赞赏的是
[01:53:29 -> 01:53:31] 那种从来没有
[01:53:32 -> 01:53:36] 以一种高调的方式宣布自己的内心召唤
[01:53:36 -> 01:53:39] 但他却用自己的整个生命告诉你
[01:53:39 -> 01:53:42] 他已经完成了这个召唤的那种人
[01:53:42 -> 01:53:44] 这个是太牛逼的人
[01:53:44 -> 01:53:48] 你比如说我自己非常非常非常喜欢举的例子
[01:53:48 -> 01:53:51] 就是就是那个梵琴四仙
[01:53:51 -> 01:53:53] 我认为这种人就是属于真正
[01:53:53 -> 01:53:56] 你比如说像于敏先生这种
[01:53:56 -> 01:54:00] 他们就是属于那种自己的医生已经贡献出来了
[01:54:00 -> 01:54:02] 他从来没有说这是我的calling
[01:54:02 -> 01:54:03] 有一个内心的calling
[01:54:03 -> 01:54:04] 我我全身都是这样的
[01:54:04 -> 01:54:05] 真心的投入没有
[01:54:05 -> 01:54:06] 对他来讲这就是日常
[01:54:06 -> 01:54:08] 所以我把这个话换一种说法
[01:54:08 -> 01:54:10] 就是任何一种内心的召唤
[01:54:10 -> 01:54:15] 在你的眼里实际上就是不得不然的日常
[01:54:15 -> 01:54:16] 就跟吃饭一样啊
[01:54:16 -> 01:54:19] 你如果哪一天认为你的内心召唤
[01:54:19 -> 01:54:21] 比吃饭重要的多得多
[01:54:21 -> 01:54:23] 那么就不是内心的召唤
[01:54:23 -> 01:54:24] 那还是利益的算计
[01:54:24 -> 01:54:28] 对只有他变成像吃饭一样的日常
[01:54:28 -> 01:54:30] 且一以贯之
[01:54:30 -> 01:54:32] 对他才是内心的召唤
[01:54:32 -> 01:54:36] 所以那个那个有一个说法就是呃
[01:54:36 -> 01:54:38] 在宗教学里面有个说法叫conversion
[01:54:38 -> 01:54:41] 啊就是皈依嗯什么叫皈依啊
[01:54:41 -> 01:54:46] 皈依的意思就是说就是rebirth重生了
[01:54:46 -> 01:54:48] 重生的意思就是说你接纳了这个东西以后
[01:54:48 -> 01:54:50] 你的所有的东西都改变了
[01:54:50 -> 01:54:53] 但是感觉上还是日常
[01:54:53 -> 01:54:55] 这个就是你给人观察的意义上来说
[01:54:55 -> 01:54:58] 你仍然在在过日常
[01:54:58 -> 01:55:00] 但是你内心的笃定状态
[01:55:00 -> 01:55:03] 已经完全不是之前的那个日常状态了
[01:55:03 -> 01:55:05] 所以所以其实呢
[01:55:05 -> 01:55:07] 对于很多人来讲啊呃我觉得
[01:55:07 -> 01:55:09] 进入生活的时候
[01:55:09 -> 01:55:12] 他他可能没有处在反思状态
[01:55:12 -> 01:55:15] 你比如说啊像樊先生他去敦煌
[01:55:15 -> 01:55:18] 我觉得他应该是不是就是下定决心啊
[01:55:18 -> 01:55:20] 如何如何没有他应该没有这样
[01:55:20 -> 01:55:21] 对他自己的书里也说了
[01:55:21 -> 01:55:22] 就刚去的时候也老想走
[01:55:22 -> 01:55:25] 对他可能是最开始的时候也觉得说哎呀
[01:55:25 -> 01:55:28] 这个地方反正待着呗来人听
[01:55:28 -> 01:55:30] 听中国家恩配嘛对吧
[01:55:30 -> 01:55:32] 那最开始可能就是个老是孩子的想法
[01:55:32 -> 01:55:36] 但是坐着坐着的时候突然觉得这个东西不舍了
[01:55:36 -> 01:55:38] 为什么不舍了是因为
[01:55:38 -> 01:55:42] 呃我不忍心他被遗弃了
[01:55:42 -> 01:55:46] 是的啊那这种不忍心可能就是一种啊
[01:55:46 -> 01:55:48] 在长期的积累下来的时候
[01:55:48 -> 01:55:51] 你已经得到了一种内心性的召唤
[01:55:51 -> 01:55:53] 你只是把日常继续延续下去
[01:55:53 -> 01:55:55] 而且总有一天突然你被人发现的时候
[01:55:55 -> 01:55:58] 你自己也觉得哎我感动了这么多人吗
[01:55:58 -> 01:56:01] 这个可能就是一个正正确的那个状态
[01:56:01 -> 01:56:04] 对不能从一开始就想着我要感动所有人
[01:56:04 -> 01:56:05] 那个就是表演
[01:56:05 -> 01:56:07] 就是你笨的感动中国去学那幅画
[01:56:07 -> 01:56:09] 这个事就有点扯这个就是很可怕
[01:56:09 -> 01:56:10] 这个很可怕对
[01:56:10 -> 01:56:12] 哎那说到内心的召唤这件事
[01:56:12 -> 01:56:15] 我读了您一篇文章啊
[01:56:15 -> 01:56:17] 这篇文章非常好读啊
[01:56:17 -> 01:56:19] 是纪念施周仁的
[01:56:19 -> 01:56:21] 施周仁的那篇文章
[01:56:21 -> 01:56:22] 在里面说了一句话
[01:56:22 -> 01:56:23] 哎我是这样
[01:56:23 -> 01:56:26] 我是有一个我自己去了解一个人的方式的
[01:56:26 -> 01:56:29] 就我觉得你要想了解一个人
[01:56:29 -> 01:56:31] 非常好的方式是看他怎么说别人
[01:56:31 -> 01:56:32] 哈哈哈
[01:56:32 -> 01:56:34] 就他还不是看人品的问题
[01:56:34 -> 01:56:38] 其实是就一个人在多大程度上能够感受到其他人啊
[01:56:38 -> 01:56:39] 我觉得是这件事情
[01:56:39 -> 01:56:40] 那我看了
[01:56:40 -> 01:56:42] 您在纪念施周仁先生那篇文章里面
[01:56:42 -> 01:56:43] 你说了一句话
[01:56:43 -> 01:56:47] 说我知道自己永远也成不了他那样的道教学者
[01:56:47 -> 01:56:48] 所以我就很好奇啊
[01:56:48 -> 01:56:51] 我们是没有机会见到施周仁先生的
[01:56:51 -> 01:56:52] 所以他是哪样的
[01:56:52 -> 01:56:53] 您是哪样的
[01:56:53 -> 01:56:55] 施先生呢
[01:56:55 -> 01:56:57] 实际上他出生在一个基督教家庭
[01:56:57 -> 01:56:59] 他的父亲施扬是个牧师
[01:56:59 -> 01:57:01] 然后呢
[01:57:01 -> 01:57:04] 他跟康德沃先生开始做汉学
[01:57:04 -> 01:57:05] 然后他跟列维斯托罗斯
[01:57:05 -> 01:57:07] 那是非常非常著名的结构主义
[01:57:07 -> 01:57:08] 人类学家
[01:57:08 -> 01:57:10] 学结构主义啊
[01:57:10 -> 01:57:13] 那我觉得他有个地方在哪
[01:57:13 -> 01:57:16] 他的内心永远保持着同真实的敞开
[01:57:16 -> 01:57:19] 就是非常天真的好奇心
[01:57:19 -> 01:57:21] 他到台南当了八年的道士
[01:57:21 -> 01:57:22] 他是一个法国人
[01:57:22 -> 01:57:24] 他是个荷兰人
[01:57:24 -> 01:57:25] 他是个荷兰人
[01:57:25 -> 01:57:25] 对
[01:57:25 -> 01:57:27] 台南当了八年的道士
[01:57:27 -> 01:57:28] 而且他的
[01:57:28 -> 01:57:30] 是正式的道士
[01:57:30 -> 01:57:30] 对
[01:57:30 -> 01:57:31] 他入道了
[01:57:31 -> 01:57:32] 他可以当
[01:57:32 -> 01:57:33] 他可以上坛做高工的
[01:57:33 -> 01:57:34] 你不能是吗
[01:57:34 -> 01:57:35] 我当然不能
[01:57:35 -> 01:57:36] 我没有这个能力
[01:57:36 -> 01:57:37] 那我误解了
[01:57:37 -> 01:57:40] 我还以为你也能
[01:57:40 -> 01:57:41] 不能
[01:57:41 -> 01:57:43] 就是我们做道教研究
[01:57:43 -> 01:57:46] 其实我们中期医生都是门外汉
[01:57:46 -> 01:57:47] 就是道教呢
[01:57:47 -> 01:57:51] 实际上是理解中国传统的精神生活
[01:57:51 -> 01:57:53] 和知识体系
[01:57:53 -> 01:57:57] 以及生活方式的不可或缺的一个视角
[01:57:57 -> 01:57:59] 没有道教这个视角
[01:57:59 -> 01:58:02] 我们对于中国传统的世界的理解就是不完整的
[01:58:02 -> 01:58:04] 对中国传统的世界理解不完整
[01:58:04 -> 01:58:08] 也就无法去形成完整的今天的文化人统
[01:58:08 -> 01:58:09] 所以呢
[01:58:09 -> 01:58:10] 我的理解就是这样的一个东西
[01:58:10 -> 01:58:11] 而说呢
[01:58:11 -> 01:58:13] 而且道教本身呢
[01:58:13 -> 01:58:14] 在中国传统意义上来说
[01:58:14 -> 01:58:16] 他负责了至少负责三个东西
[01:58:16 -> 01:58:17] 第一个东西呢
[01:58:17 -> 01:58:17] 就是说
[01:58:17 -> 01:58:22] 他负责了用一种最行动化的方式
[01:58:22 -> 01:58:25] 将中国人共有的宇宙观
[01:58:25 -> 01:58:29] 生命观和对宇宙运行的方式
[01:58:29 -> 01:58:31] 落实在行动中间的那样的一种
[01:58:31 -> 01:58:34] 这个文化面向
[01:58:34 -> 01:58:36] 比如说阴阳五行
[01:58:36 -> 01:58:38] 比如说这个通天下一齐
[01:58:38 -> 01:58:41] 然后比如说我们身体是个小宇宙
[01:58:41 -> 01:58:42] 宇宙是个大身体
[01:58:42 -> 01:58:44] 这样的一些这样的一些基本观念
[01:58:44 -> 01:58:45] 实际上我们都是共有的
[01:58:45 -> 01:58:47] 然后我们都相信有鬼神的
[01:58:47 -> 01:58:49] 就是在传统意义上
[01:58:49 -> 01:58:53] 就是四百年前
[01:58:53 -> 01:58:55] 一个中国人相信有鬼神
[01:58:55 -> 01:58:58] 和今天一个中国人相信空气中有氧气
[01:58:58 -> 01:58:59] 是一回事
[01:58:59 -> 01:58:59] 对对对
[01:58:59 -> 01:59:01] 就是常识意义上来说是一回事
[01:59:01 -> 01:59:04] 所以其实你要知道这个很重要的问题
[01:59:04 -> 01:59:06] 就是如果你要尝试理解四百年前的中国人
[01:59:06 -> 01:59:08] 你就必须首先接纳
[01:59:08 -> 01:59:11] 他是将鬼神和超越性的力量
[01:59:11 -> 01:59:12] 弥漫在我们生活周边
[01:59:12 -> 01:59:14] 当做常识去接纳
[01:59:14 -> 01:59:16] 这个时候你不能认为很奇怪
[01:59:16 -> 01:59:19] 所以这个实际上就使得我们在思维方式
[01:59:19 -> 01:59:20] 一定要转换过来
[01:59:20 -> 01:59:22] 所以我反复讲
[01:59:22 -> 01:59:26] 道教其实就是帮助你从行动中间去理解
[01:59:26 -> 01:59:28] 那一套知识模式
[01:59:28 -> 01:59:31] 这就是为什么你要掌握那套知识模式
[01:59:31 -> 01:59:31] 才能理解道教
[01:59:31 -> 01:59:32] 对吧
[01:59:32 -> 01:59:34] 第二个我认为是
[01:59:34 -> 01:59:38] 道教实际上是负责我们的想象力的
[01:59:38 -> 01:59:39] 就是中国人的想象力
[01:59:39 -> 01:59:40] 当然中国人的想象力
[01:59:40 -> 01:59:44] 还有一大部分是被佛教负责的
[01:59:44 -> 01:59:44] 对
[01:59:44 -> 01:59:46] 那我们关于生命超越的想象力
[01:59:46 -> 01:59:48] 基本上是靠道教来负责的
[01:59:48 -> 01:59:50] 特别在唐代以前
[01:59:50 -> 01:59:52] 那基本上就是
[01:59:52 -> 01:59:53] 你看游仙寺
[01:59:53 -> 01:59:55] 你看看李白他们搞的那套东西
[01:59:55 -> 01:59:56] 其实就是非常道教
[01:59:56 -> 01:59:59] 来不来就讲讲点外单
[01:59:59 -> 02:00:01] 来不来就飞来飞去的那一款
